date,pm2.5,o3,no2,기온(°C),풍속(m/s),강수량(mm),0~9,20~29,80~89,over 100,하차총승객수,입장객 수
2019-01-18,43.0,0.007,0.045,-1.79166666666666,0.416666666666666,0.0,4502,7981,1644,9,3400,810.0
2019-01-19,72.0,0.009,0.043,1.33333333333333,0.2625,0.0,4502,7981,1644,9,4379,1738.0
2019-01-20,42.0,0.027,0.013,-0.241666666666666,1.16666666666666,0.0,4502,7981,1644,9,3497,2064.0
2019-01-21,23.0,0.015,0.027,-2.07499999999999,1.01666666666666,0.0,4502,7981,1644,9,2103,731.0
2019-01-22,33.0,0.011,0.036,-0.266666666666666,0.833333333333333,0.0,4502,7981,1644,9,3122,988.0
2019-01-23,50.0,0.015,0.033,1.3375,0.879166666666666,0.0,4502,7981,1644,9,2814,756.0
2019-01-24,27.0,0.007,0.039,-1.64583333333333,0.333333333333333,0.0,4502,7981,1644,9,3128,1010.0
2019-01-25,25.0,0.016,0.028,-1.94583333333333,0.958333333333333,0.0,4502,7981,1644,9,3110,882.0
2019-01-26,24.0,0.021,0.019,-3.00416666666666,0.966666666666666,0.0,4502,7981,1644,9,5321,2023.0
2019-01-27,21.0,0.017,0.025,-2.14583333333333,0.875,0.0,4502,7981,1644,9,4643,2391.0
2019-01-28,28.0,0.025,0.017,1.73333333333333,1.35833333333333,0.0,4502,7981,1644,9,2048,703.0
2019-01-29,25.0,0.006,0.042,-1.96666666666666,0.5,0.0,4502,7981,1644,9,2880,938.0
2019-01-30,35.0,0.006,0.053,0.433333333333333,0.383333333333333,0.0,4502,7981,1644,9,2726,716.0
2019-01-31,22.0,0.017,0.023,-1.19166666666666,1.10416666666666,0.0,4502,7981,1644,9,2488,1624.0
2019-02-01,19.0,0.015,0.029,-3.18333333333333,0.858333333333333,0.0,4536,7953,1649,11,2356,626.0
2019-02-02,39.0,0.01,0.039,1.85037170770859e-17,0.429166666666666,0.0,4536,7953,1649,11,3734,1630.0
2019-02-03,33.0,0.018,0.028,3.1875,0.879166666666666,0.895833333333333,4536,7953,1649,11,1438,405.0
2019-02-04,38.0,0.024,0.016,-0.266666666666666,0.954166666666666,0.0,4536,7953,1649,11,3322,2550.0
2019-02-05,29.0,0.014,0.03,0.304166666666666,0.5125,0.0,4536,7953,1649,11,3115,3855.0
2019-02-06,34.0,0.019,0.032,3.01666666666666,0.575,0.0,4536,7953,1649,11,4268,4046.0
2019-02-07,33.0,0.029,0.013,-0.429166666666666,1.45416666666666,0.0,4536,7953,1649,11,2506,996.0
2019-02-08,19.0,0.014,0.029,-5.87916666666666,0.816666666666666,0.0,4536,7953,1649,11,2478,771.0
2019-02-09,18.0,0.025,0.015,-4.8375,0.758333333333333,0.0,4536,7953,1649,11,4444,1771.0
2019-02-10,28.0,0.015,0.027,-5.33333333333333,0.241666666666666,0.0,4536,7953,1649,11,3577,1652.0
2019-02-11,26.0,0.021,0.024,-3.25833333333333,0.579166666666666,0.0,4536,7953,1649,11,2224,732.0
2019-02-12,40.0,0.019,0.031,-1.04166666666666,0.5,0.0,4536,7953,1649,11,3471,1041.0
2019-02-13,25.0,0.02,0.027,-2.39166666666666,0.808333333333333,0.0,4536,7953,1649,11,3061,917.0
2019-02-14,35.0,0.009,0.046,-1.62916666666666,0.341666666666666,0.0,4536,7953,1649,11,3208,1290.0
2019-02-15,32.0,0.017,0.036,-0.737499999999999,0.770833333333333,0.0208333333333333,4536,7953,1649,11,2526,587.0
2019-02-16,53.0,0.031,0.018,-1.94166666666666,0.854166666666666,0.0,4536,7953,1649,11,5024,1889.0
2019-02-17,29.0,0.022,0.025,-2.50416666666666,0.725,0.0,4536,7953,1649,11,4366,2834.0
2019-02-18,28.0,0.005,0.05,-0.516666666666666,0.35,0.0,4536,7953,1649,11,2729,1084.0
2019-02-19,41.0,0.007,0.042,1.025,0.641666666666666,0.166666666666666,4536,7953,1649,11,2380,514.0
2019-02-20,58.0,0.022,0.025,1.47499999999999,0.6875,0.0,4536,7953,1649,11,3392,832.0
2019-02-21,70.0,0.009,0.043,0.725,0.133333333333333,0.0,4536,7953,1649,11,3471,998.0
2019-02-22,62.0,0.01,0.046,1.78749999999999,0.458333333333333,0.0,4536,7953,1649,11,3530,1005.0
2019-02-23,42.0,0.014,0.038,4.09166666666666,0.458333333333333,0.0,4536,7953,1649,11,6901,4086.0
2019-02-24,50.0,0.023,0.033,4.1375,0.6875,0.0,4536,7953,1649,11,5890,7466.0
2019-02-25,49.0,0.02,0.034,3.5875,0.470833333333333,0.0,4536,7953,1649,11,2903,1428.0
2019-02-26,30.0,0.013,0.038,3.59583333333333,0.3875,0.0,4536,7953,1649,11,4554,2285.0
2019-02-27,49.0,0.016,0.045,6.82916666666666,0.504166666666666,0.0,4536,7953,1649,11,4405,2595.0
2019-02-28,67.0,0.019,0.047,4.93333333333333,0.604166666666666,0.0,4536,7953,1649,11,4442,2135.0
2019-03-01,89.0,0.027,0.043,4.76666666666666,0.545833333333333,0.0,4522,7925,1650,10,6960,6264.0
2019-03-02,102.0,0.018,0.052,5.30416666666666,0.445833333333333,0.0,4522,7925,1650,10,6052,5491.0
2019-03-03,84.0,0.027,0.04,7.35833333333333,0.3625,0.0,4522,7925,1650,10,4355,4393.0
2019-03-04,137.0,0.028,0.045,8.72916666666666,0.558333333333333,0.0,4522,7925,1650,10,1834,822.0
2019-03-05,152.0,0.034,0.034,7.6375,0.75,0.0,4522,7925,1650,10,2140,649.0
2019-03-06,109.0,0.025,0.047,7.375,0.65,0.0,4522,7925,1650,10,1894,513.0
2019-03-07,52.0,0.023,0.036,5.88333333333333,0.9125,0.0,4522,7925,1650,10,2641,1196.0
2019-03-08,29.0,0.019,0.038,4.35,0.775,0.0,4522,7925,1650,10,3025,1622.0
2019-03-09,24.0,0.014,0.046,4.86666666666666,0.370833333333333,0.0,4522,7925,1650,10,7808,17833.0
2019-03-10,33.0,0.02,0.039,9.0125,0.579166666666666,0.0,4522,7925,1650,10,4346,9254.0
2019-03-11,50.0,0.019,0.037,5.28333333333333,0.529166666666666,0.0,4522,7925,1650,10,2235,1025.0
2019-03-12,54.0,0.03,0.024,4.29166666666666,0.983333333333333,0.0,4522,7925,1650,10,2359,1326.0
2019-03-13,11.0,0.035,0.011,3.725,1.54166666666666,0.0,4522,7925,1650,10,2530,1064.0
2019-03-14,19.0,0.027,0.026,3.85,0.75,0.0,4522,7925,1650,10,2770,1351.0
2019-03-15,33.0,0.024,0.03,4.89583333333333,0.791666666666666,0.291666666666666,4522,7925,1650,10,2447,963.0
2019-03-16,29.0,0.023,0.023,3.93333333333333,0.65,0.0,4522,7925,1650,10,6452,8722.0
2019-03-17,21.0,0.026,0.02,5.03333333333333,0.804166666666666,0.0,4522,7925,1650,10,6512,15718.0
2019-03-18,21.0,0.013,0.04,5.38181818181818,0.436363636363636,0.0,4522,7925,1650,10,2548,1945.0
2019-03-19,41.0,0.02,0.043,8.4375,0.65,0.0,4522,7925,1650,10,3431,2077.0
2019-03-20,68.0,0.014,0.047,8.94583333333333,0.475,0.770833333333333,4522,7925,1650,10,2280,759.0
2019-03-21,25.0,0.036,0.017,8.10833333333333,1.2375,0.229166666666666,4522,7925,1650,10,2527,1144.0
2019-03-22,19.0,0.035,0.013,3.77083333333333,1.25833333333333,0.0,4522,7925,1650,10,3430,1477.0
2019-03-23,15.0,0.03,0.017,3.18333333333333,1.12083333333333,0.0833333333333333,4522,7925,1650,10,5210,3562.0
2019-03-24,12.0,0.032,0.016,3.48333333333333,0.875,0.0,4522,7925,1650,10,6116,12787.0
2019-03-25,30.0,0.032,0.028,6.78333333333333,0.766666666666666,0.0,4522,7925,1650,10,2575,1538.0
2019-03-26,33.0,0.029,0.032,10.6124999999999,0.733333333333333,0.0,4522,7925,1650,10,3478,1744.0
2019-03-27,64.0,0.052,0.022,11.7416666666666,1.74166666666666,0.0,4522,7925,1650,10,2984,1117.0
2019-03-28,53.0,0.035,0.025,9.62083333333333,1.03333333333333,0.0,4522,7925,1650,10,3183,1665.0
2019-03-29,15.0,0.036,0.022,9.48749999999999,0.987499999999999,0.0,4522,7925,1650,10,4548,2870.0
2019-03-30,22.0,0.041,0.011,5.35,1.27083333333333,0.104166666666666,4522,7925,1650,10,4758,2452.0
2019-03-31,22.0,0.04,0.008,4.57083333333333,1.17083333333333,0.0,4522,7925,1650,10,5222,4418.0
2019-04-01,8.0,0.033,0.016,4.84583333333333,1.1875,0.0,4506,7935,1664,10,2790,1876.0
2019-04-02,13.0,0.03,0.023,5.9125,1.04583333333333,0.0,4506,7935,1664,10,4078,2081.0
2019-04-03,16.0,0.03,0.026,6.5625,1.02083333333333,0.0,4506,7935,1664,10,4543,3957.0
2019-04-04,17.0,0.035,0.024,8.69166666666666,1.30416666666666,0.0,4506,7935,1664,10,4385,3060.0
2019-04-05,21.0,0.039,0.021,10.85,1.42916666666666,0.0,4506,7935,1664,10,6673,4100.0
2019-04-06,15.0,0.013,0.042,8.60833333333333,0.633333333333333,0.0,4506,7935,1664,10,9154,11272.0
2019-04-07,12.0,0.031,0.021,12.4666666666666,0.870833333333333,0.0,4506,7935,1664,10,14554,31924.0
2019-04-08,9.0,0.03,0.023,10.9565217391304,0.8,0.0,4506,7935,1664,10,5998,5501.0
2019-04-09,7.0,0.027,0.024,9.3125,2.00833333333333,0.479166666666666,4506,7935,1664,10,4812,3029.0
2019-04-10,3.0,0.027,0.022,6.58333333333333,1.8625,0.208333333333333,4506,7935,1664,10,4463,2124.0
2019-04-11,12.0,0.021,0.028,8.37916666666666,1.59999999999999,0.0,4506,7935,1664,10,7488,8577.0
2019-04-12,24.0,0.033,0.03,10.2708333333333,1.81666666666666,0.0,4506,7935,1664,10,11833,9296.0
2019-04-13,25.0,0.04,0.032,10.7958333333333,1.90416666666666,0.0,4506,7935,1664,10,30929,39200.0
2019-04-14,17.0,0.047,0.017,9.44166666666666,2.525,0.0416666666666666,4506,7935,1664,10,5950,5017.0
2019-04-15,11.0,0.031,0.03,10.3624999999999,2.15,0.0,4506,7935,1664,10,7256,6556.0
2019-04-16,15.0,0.028,0.044,13.025,1.1375,0.0,4506,7935,1664,10,8076,6982.0
2019-04-17,13.0,0.03,0.032,14.0083333333333,1.86666666666666,0.0,4506,7935,1664,10,7013,6040.0
2019-04-18,16.0,0.024,0.026,12.1416666666666,2.13749999999999,0.0,4506,7935,1664,10,5722,4791.0
2019-04-19,18.0,0.021,0.025,13.025,1.79583333333333,0.0,4506,7935,1664,10,6836,6494.0
2019-04-20,17.0,0.034,0.02,13.4249999999999,1.4,0.0,4506,7935,1664,10,16704,29419.0
2019-04-21,15.0,0.038,0.016,14.8458333333333,1.47499999999999,0.0208333333333333,4506,7935,1664,10,9911,19874.0
2019-04-22,29.0,0.029,0.037,17.7625,1.04583333333333,0.0,4506,7935,1664,10,4408,4445.0
2019-04-23,32.0,0.037,0.034,19.1875,1.17916666666666,0.0,4506,7935,1664,10,4488,3905.0
2019-04-24,21.0,0.027,0.026,18.7708333333333,1.52916666666666,0.333333333333333,4506,7935,1664,10,5040,3475.0
2019-04-25,13.0,0.016,0.026,13.5583333333333,1.79166666666666,0.458333333333333,4506,7935,1664,10,3245,6869.0
2019-04-26,5.0,0.024,0.021,8.35416666666666,1.77916666666666,0.145833333333333,4506,7935,1664,10,5548,3550.0
2019-04-27,8.0,0.02,0.025,10.5499999999999,1.09999999999999,0.0,4506,7935,1664,10,18514,23777.0
2019-04-28,9.0,0.031,0.02,11.4222222222222,1.51666666666666,0.0,4506,7935,1664,10,10359,17964.0
2019-04-29,13.0,0.015,0.035,11.1958333333333,0.775,0.0,4506,7935,1664,10,4069,3283.0
2019-04-30,14.0,0.027,0.031,14.1083333333333,1.27916666666666,0.0,4506,7935,1664,10,8780,6833.0
2019-05-01,18.0,0.037,0.022,15.0333333333333,2.22916666666666,0.0,4495,7929,1669,11,15345,26327.0
2019-05-02,11.0,0.033,0.022,15.7625,2.3125,0.0,4495,7929,1669,11,9352,6977.0
2019-05-03,23.0,0.045,0.031,16.0791666666666,1.5875,0.0,4495,7929,1669,11,12884,9589.0
2019-05-04,50.0,0.049,0.037,17.5999999999999,1.2125,0.0,4495,7929,1669,11,12331,17366.0
2019-05-05,31.0,0.057,0.023,18.2458333333333,1.69166666666666,0.0,4495,7929,1669,11,16193,43255.0
2019-05-06,6.0,0.043,0.01,14.2833333333333,3.52916666666666,0.0,4495,7929,1669,11,14068,31870.0
2019-05-07,12.0,0.04,0.024,13.475,2.48333333333333,0.0,4495,7929,1669,11,5202,4534.0
2019-05-08,18.0,0.052,0.024,14.8666666666666,2.7875,0.0,4495,7929,1669,11,4849,3574.0
2019-05-09,21.0,0.043,0.023,16.0083333333333,2.52083333333333,0.0,4495,7929,1669,11,5784,5572.0
2019-05-10,30.0,0.037,0.041,16.1791666666666,1.275,0.0,4495,7929,1669,11,11332,7701.0
2019-05-11,30.0,0.035,0.042,18.375,1.175,0.0,4495,7929,1669,11,12410,17093.0
2019-05-12,30.0,0.053,0.03,19.2291666666666,0.987499999999999,0.0,4495,7929,1669,11,8713,17370.0
2019-05-13,29.0,0.042,0.032,17.075,1.125,0.0,4495,7929,1669,11,3253,3194.0
2019-05-14,24.0,0.042,0.024,18.6583333333333,1.34583333333333,0.0,4495,7929,1669,11,4906,6529.0
2019-05-15,36.0,0.037,0.034,19.3458333333333,1.38333333333333,0.0,4495,7929,1669,11,8052,6094.0
2019-05-16,35.0,0.039,0.036,21.9875,1.18333333333333,0.0,4495,7929,1669,11,5775,5200.0
2019-05-17,36.0,0.034,0.043,21.6041666666666,0.920833333333333,0.0,4495,7929,1669,11,14799,8945.0
2019-05-18,13.0,0.042,0.015,21.5625,2.05833333333333,0.0,4495,7929,1669,11,11693,16276.0
2019-05-19,6.0,0.028,0.011,19.1708333333333,1.32916666666666,0.604166666666666,4495,7929,1669,11,3642,2666.0
2019-05-20,6.0,0.037,0.011,16.7625,3.95416666666666,0.125,4495,7929,1669,11,3639,3766.0
2019-05-21,14.0,0.051,0.017,16.6416666666666,3.34583333333333,0.0,4495,7929,1669,11,6102,7521.0
2019-05-22,19.0,0.064,0.02,19.5458333333333,3.25,0.0,4495,7929,1669,11,5304,6119.0
2019-05-23,30.0,0.062,0.029,20.4625,1.5875,0.0,4495,7929,1669,11,5247,6060.0
2019-05-24,41.0,0.07,0.035,22.7041666666666,1.06666666666666,0.0,4495,7929,1669,11,9995,7253.0
2019-05-25,36.0,0.054,0.027,22.3583333333333,1.47499999999999,0.0,4495,7929,1669,11,14716,23240.0
2019-05-26,17.0,0.051,0.019,22.8375,1.52916666666666,0.0,4495,7929,1669,11,13198,25575.0
2019-05-27,8.0,0.04,0.012,17.8333333333333,2.82083333333333,0.208333333333333,4495,7929,1669,11,1857,1162.0
2019-05-28,5.0,0.04,0.015,17.5739130434782,2.26086956521739,0.0,4495,7929,1669,11,6713,9372.0
2019-05-29,16.0,0.049,0.025,18.8833333333333,2.26666666666666,0.0,4495,7929,1669,11,7187,8026.0
2019-05-30,17.0,0.054,0.023,18.6416666666666,2.5,0.0,4495,7929,1669,11,6147,19350.0
2019-05-31,7.0,0.055,0.014,18.9875,2.27916666666666,0.0,4495,7929,1669,11,8705,8759.0
2019-06-01,16.0,0.047,0.018,17.7249999999999,1.25,0.0,4462,7947,1678,11,37928,26364.0
2019-06-02,15.0,0.05,0.022,19.4041666666666,1.025,0.0,4462,7947,1678,11,22838,25449.0
2019-06-03,18.0,0.045,0.032,21.1791666666666,1.36666666666666,0.0,4462,7947,1678,11,4709,6056.0
2019-06-04,12.0,0.033,0.02,21.5083333333333,1.85416666666666,0.0,4462,7947,1678,11,6425,6528.0
2019-06-05,26.0,0.048,0.023,22.2791666666666,1.53333333333333,0.0,4462,7947,1678,11,8233,6975.0
2019-06-06,24.0,0.023,0.035,20.3666666666666,1.04166666666666,0.354166666666666,4462,7947,1678,11,11976,21962.0
2019-06-07,4.0,0.055,0.012,19.4041666666666,2.3625,2.33333333333333,4462,7947,1678,11,3684,2612.0
2019-06-08,10.0,0.04,0.021,20.5833333333333,1.02916666666666,0.0,4462,7947,1678,11,13817,27175.0
2019-06-09,16.0,0.046,0.018,21.3,1.3625,0.0,4462,7947,1678,11,6792,15525.0
2019-06-10,3.0,0.026,0.015,18.5333333333333,1.49166666666666,0.333333333333333,4462,7947,1678,11,3055,3073.0
2019-06-11,3.0,0.028,0.021,19.525,1.04583333333333,0.0,4462,7947,1678,11,4662,4733.0
2019-06-12,11.0,0.028,0.026,19.7541666666666,1.15833333333333,0.0,4462,7947,1678,11,4496,4792.0
2019-06-13,14.0,0.036,0.026,21.375,1.04166666666666,0.0,4462,7947,1678,11,4304,3361.0
2019-06-14,15.0,0.039,0.023,21.8,1.07916666666666,0.0,4462,7947,1678,11,5272,3441.0
2019-06-15,13.0,0.039,0.016,20.9749999999999,1.6875,0.0,4462,7947,1678,11,10778,12924.0
2019-06-16,7.0,0.042,0.013,20.4416666666666,1.15416666666666,0.0,4462,7947,1678,11,7092,14680.0
2019-06-17,9.0,0.038,0.016,20.8833333333333,1.89166666666666,0.0208333333333333,4462,7947,1678,11,3319,3147.0
2019-06-18,12.0,0.033,0.019,19.9291666666666,1.3625,0.625,4462,7947,1678,11,3507,2085.0
2019-06-19,17.0,0.043,0.016,21.0625,0.95,0.0208333333333333,4462,7947,1678,11,3661,2212.0
2019-06-20,14.0,0.037,0.017,22.2291666666666,1.00833333333333,0.0,4462,7947,1678,11,4195,3271.0
2019-06-21,11.0,0.034,0.018,21.7958333333333,1.30416666666666,0.0,4462,7947,1678,11,4068,2457.0
2019-06-22,3.0,0.037,0.014,22.8333333333333,1.28749999999999,0.0,4462,7947,1678,11,8822,12601.0
2019-06-23,5.0,0.038,0.011,21.9708333333333,1.14583333333333,0.0625,4462,7947,1678,11,7017,11289.0
2019-06-24,10.0,0.04,0.019,23.0166666666666,1.45833333333333,0.0,4462,7947,1678,11,3035,2921.0
2019-06-25,17.0,0.053,0.026,23.6125,0.775,0.0,4462,7947,1678,11,3974,2038.0
2019-06-26,18.0,0.043,0.025,23.2874999999999,0.799999999999999,0.0,4462,7947,1678,11,3320,1954.0
2019-06-27,9.0,0.041,0.016,24.8208333333333,1.325,0.0,4462,7947,1678,11,3273,1587.0
2019-06-28,18.0,0.034,0.019,23.9291666666666,1.46666666666666,0.0,4462,7947,1678,11,3729,17126.0
2019-06-29,12.0,0.024,0.018,21.9291666666666,0.9375,0.0833333333333333,4462,7947,1678,11,5051,4743.0
2019-06-30,20.0,0.035,0.01,22.95,1.89583333333333,0.0,4462,7947,1678,11,6681,9422.0
2019-07-01,17.0,0.054,0.013,23.1833333333333,2.00416666666666,0.0,4469,7951,1687,11,3030,2026.0
2019-07-02,16.0,0.049,0.015,23.5541666666666,1.71666666666666,0.0,4469,7951,1687,11,4996,2076.0
2019-07-03,17.0,0.031,0.025,22.7833333333333,0.841666666666666,0.0,4469,7951,1687,11,4102,1546.0
2019-07-04,15.0,0.033,0.028,23.5166666666666,1.22916666666666,0.0,4469,7951,1687,11,4620,1671.0
2019-07-05,19.0,0.051,0.031,25.7916666666666,1.05416666666666,0.0,4469,7951,1687,11,5171,1344.0
2019-07-06,19.0,0.051,0.02,28.1958333333333,1.20416666666666,0.0,4469,7951,1687,11,6160,3647.0
2019-07-07,8.0,0.045,0.008,25.825,2.04166666666666,0.0,4469,7951,1687,11,4775,4107.0
2019-07-08,3.0,0.034,0.014,23.9124999999999,1.71666666666666,0.0,4469,7951,1687,11,2827,1440.0
2019-07-09,4.0,0.033,0.013,23.7916666666666,1.50833333333333,0.0,4469,7951,1687,11,3665,1778.0
2019-07-10,2.0,0.027,0.014,21.9541666666666,1.9,0.5,4469,7951,1687,11,3751,1412.0
2019-07-11,2.0,0.019,0.013,21.1666666666666,1.79166666666666,0.270833333333333,4469,7951,1687,11,3096,1100.0
2019-07-12,5.0,0.028,0.014,23.0208333333333,1.64583333333333,0.0,4469,7951,1687,11,4620,2070.0
2019-07-13,17.0,0.036,0.017,23.6791666666666,1.27916666666666,0.0,4469,7951,1687,11,6838,7214.0
2019-07-14,26.0,0.048,0.014,24.4208333333333,0.9625,0.0,4469,7951,1687,11,5547,6264.0
2019-07-15,24.0,0.029,0.021,22.7833333333333,0.674999999999999,0.333333333333333,4469,7951,1687,11,2412,1060.0
2019-07-16,15.0,0.026,0.022,23.9541666666666,0.504166666666666,0.0,4469,7951,1687,11,3400,1684.0
2019-07-17,33.0,0.038,0.025,25.0083333333333,0.754166666666666,0.0,4469,7951,1687,11,3601,1339.0
2019-07-18,35.0,0.059,0.022,26.5,1.2125,0.0,4469,7951,1687,11,3539,2643.0
2019-07-19,15.0,0.033,0.018,26.575,1.34166666666666,0.0,4469,7951,1687,11,4029,1355.0
2019-07-20,2.0,0.013,0.009,27.4666666666666,2.36666666666666,0.0416666666666666,4469,7951,1687,11,4348,2468.0
2019-07-21,6.0,0.023,0.006,24.9333333333333,2.13749999999999,0.625,4469,7951,1687,11,3978,2912.0
2019-07-22,25.0,0.049,0.012,26.6333333333333,1.84583333333333,0.0,4469,7951,1687,11,2860,1429.0
2019-07-23,12.0,0.021,0.014,27.2208333333333,0.954166666666666,0.0,4469,7951,1687,11,3636,1370.0
2019-07-24,7.0,0.009,0.016,25.5416666666666,0.933333333333333,0.125,4469,7951,1687,11,2853,765.0
2019-07-25,14.0,0.023,0.017,25.6333333333333,0.766666666666666,0.395833333333333,4469,7951,1687,11,2637,630.0
2019-07-26,11.0,0.023,0.009,25.2458333333333,1.53749999999999,3.375,4469,7951,1687,11,1995,12704.0
2019-07-27,5.0,0.03,0.0085,27.7708333333333,1.04166666666666,1.16666666666666,4469,7951,1687,11,3089,2834.0
2019-07-28,4.0,0.021,0.0085,25.9124999999999,1.54166666666666,1.0625,4469,7951,1687,11,2827,1144.0
2019-07-29,3.0,0.01,0.008,27.5291666666666,2.05833333333333,0.0,4469,7951,1687,11,3581,2921.0
2019-07-30,6.0,0.015,0.009,27.9333333333333,2.625,0.0,4469,7951,1687,11,5347,2230.0
2019-07-31,6.0,0.019,0.012,26.0666666666666,1.9375,2.5625,4469,7951,1687,11,3101,724.0
2019-08-01,9.0,0.011,0.013,26.4583333333333,1.19166666666666,2.22916666666666,4468,7945,1689,11,5359,3038.0
2019-08-02,12.0,0.027,0.027,28.0208333333333,0.683333333333333,0.0,4468,7945,1689,11,5759,2886.0
2019-08-03,10.0,0.034,0.018,28.9368421052631,0.799999999999999,0.157894736842105,4468,7945,1689,11,5543,2685.0
2019-08-04,12.0,0.045,0.018,30.0928571428571,0.885714285714285,0.0,4468,7945,1689,11,4387,2468.0
2019-08-05,19.0,0.037,0.022,29.4041666666666,0.641666666666666,0.0,4468,7945,1689,11,2574,1053.0
2019-08-06,14.0,0.026,0.019,30.4124999999999,1.09166666666666,0.0,4468,7945,1689,11,3533,7204.0
2019-08-07,7.0,0.017,0.017,26.5416666666666,0.966666666666666,0.375,4468,7945,1689,11,3033,1197.0
2019-08-08,21.0,0.022,0.017,28.1041666666666,0.991666666666666,0.0,4468,7945,1689,11,3959,1250.0
2019-08-09,12.0,0.018,0.018,28.7625,1.00434782608695,0.0,4468,7945,1689,11,3973,886.0
2019-08-10,8.0,0.03,0.016,30.0166666666666,1.32916666666666,0.0,4468,7945,1689,11,4804,1785.0
2019-08-11,8.0,0.025,0.008,29.8333333333333,2.69166666666666,0.125,4468,7945,1689,11,4469,2657.0
2019-08-12,8.0,0.012,0.015,26.425,1.19166666666666,1.89583333333333,4468,7945,1689,11,1402,428.0
2019-08-13,11.0,0.021,0.018,28.5999999999999,0.820833333333333,0.145833333333333,4468,7945,1689,11,4093,1185.0
2019-08-14,8.0,0.02,0.017,29.5708333333333,1.10833333333333,0.0,4468,7945,1689,11,3664,872.0
2019-08-15,3.0,0.01,0.011,25.6541666666666,1.27083333333333,1.20833333333333,4468,7945,1689,11,3809,1120.0
2019-08-16,6.0,0.032,0.01,25.6541666666666,2.14583333333333,0.0208333333333333,4468,7945,1689,11,4028,3587.0
2019-08-17,16.0,0.053,0.012,24.95,1.69583333333333,0.229166666666666,4468,7945,1689,11,6214,5430.0
2019-08-18,9.0,0.043,0.011,24.3541666666666,1.35416666666666,0.0,4468,7945,1689,11,5741,7670.0
2019-08-19,13.0,0.036,0.022,24.4625,0.545833333333333,0.0,4468,7945,1689,11,2863,1854.0
2019-08-20,16.0,0.036,0.021,25.6416666666666,0.933333333333333,0.0,4468,7945,1689,11,3848,1430.0
2019-08-21,18.0,0.031,0.022,25.9708333333333,0.854166666666666,0.0,4468,7945,1689,11,3531,1328.0
2019-08-22,21.0,0.038,0.018,26.125,1.34583333333333,0.0,4468,7945,1689,11,3619,1190.0
2019-08-23,12.0,0.044,0.015,25.5875,1.59166666666666,0.0,4468,7945,1689,11,3933,1863.0
2019-08-24,8.0,0.022,0.019,22.5083333333333,1.025,0.0,4468,7945,1689,11,7576,10784.0
2019-08-25,8.0,0.034,0.015,23.4166666666666,1.13333333333333,0.0,4468,7945,1689,11,6491,11007.0
2019-08-26,13.0,0.035,0.024,24.525,0.725,0.0,4468,7945,1689,11,2985,1821.0
2019-08-27,14.0,0.038,0.025,24.4166666666666,0.666666666666666,0.0833333333333333,4468,7945,1689,11,3457,1711.0
2019-08-28,15.0,0.036,0.021,25.2041666666666,1.36666666666666,0.0,4468,7945,1689,11,3529,1679.0
2019-08-29,16.0,0.034,0.021,22.925,1.67083333333333,1.54166666666666,4468,7945,1689,11,2730,5198.0
2019-08-30,6.0,0.031,0.015,22.2083333333333,1.6375,0.0208333333333333,4468,7945,1689,11,4579,2304.0
2019-08-31,6.0,0.029,0.02,22.1583333333333,1.28333333333333,0.0,4468,7945,1689,11,22394,15428.0
2019-09-01,9.0,0.027,0.02,21.7833333333333,0.395833333333333,0.0,4472,7955,1680,11,17408,14422.0
2019-09-02,11.0,0.021,0.03,22.6541666666666,0.704166666666666,0.0,4472,7955,1680,11,2788,1994.0
2019-09-03,10.0,0.015,0.023,22.6791666666666,1.0125,0.0208333333333333,4472,7955,1680,11,3312,1790.0
2019-09-04,1.0,0.01,0.018,22.6291666666666,1.0875,0.583333333333333,4472,7955,1680,11,2440,460.0
2019-09-05,2.0,0.005,0.018,22.775,0.729166666666666,1.75,4472,7955,1680,11,2383,764.0
2019-09-06,5.0,0.01,0.019,24.7125,0.825,0.104166666666666,4472,7955,1680,11,2947,998.0
2019-09-07,4.0,0.019,0.005,25.7708333333333,4.3125,0.166666666666666,4472,7955,1680,11,1767,10228.0
2019-09-08,11.0,0.032,0.012,24.3666666666666,1.38333333333333,0.0208333333333333,4472,7955,1680,11,4440,6033.0
2019-09-09,14.0,0.01,0.022,23.7958333333333,0.570833333333333,0.0,4472,7955,1680,11,1968,925.0
2019-09-10,3.0,0.016,0.021,23.8,1.0625,2.47916666666666,4472,7955,1680,11,2491,987.0
2019-09-11,3.0,0.033,0.012,23.7958333333333,1.39583333333333,0.291666666666666,4472,7955,1680,11,2957,1770.0
2019-09-12,3.0,0.02,0.01,20.6625,1.30833333333333,0.8125,4472,7955,1680,11,3876,5460.0
2019-09-13,3.0,0.026,0.011,21.7333333333333,0.954166666666666,0.0208333333333333,4472,7955,1680,11,8518,19822.0
2019-09-14,5.0,0.016,0.014,21.7083333333333,0.808333333333333,0.0208333333333333,4472,7955,1680,11,8606,16120.0
2019-09-15,5.0,0.027,0.01,23.3791666666666,0.866666666666666,0.0,4472,7955,1680,11,6836,14186.0
2019-09-16,5.0,0.018,0.016,22.7874999999999,1.04166666666666,0.0,4472,7955,1680,11,3191,3182.0
2019-09-17,6.0,0.027,0.025,20.6458333333333,0.858333333333333,0.0,4472,7955,1680,11,3710,2611.0
